REFSEQ	parent
XM_014911650	FBgn0095872
XM_014911651	FBgn0095872
XM_001955595	FBgn0095873
XM_001955596	FBgn0095874
XM_001955599	FBgn0095875
XM_001955601	FBgn0095876
XM_014911652	FBgn0095876
XM_014911653	FBgn0095876
XM_014911654	FBgn0095876
XM_014911655	FBgn0095876
XM_014911656	FBgn0095876
XM_001955603	FBgn0095877
XM_001967883	FBgn0095878
XM_001955604	FBgn0095879
XM_014911657	FBgn0095879
XM_001955605	FBgn0095880
XM_001955606	FBgn0095881
XM_001955610	FBgn0095882
XM_001955611	FBgn0095883
XM_014911658	FBgn0095883
XM_014911659	FBgn0095883
XM_001955613	FBgn0095884
XM_001955615	FBgn0095885
XM_001955617	FBgn0095886
XM_001955620	FBgn0095887
XM_001955625	FBgn0095889
XM_014911660	FBgn0095889
XM_001955627	FBgn0095891
XM_001955628	FBgn0095892
XM_001955629	FBgn0095893
XM_001955633	FBgn0095894
XM_001955634	FBgn0095895
XM_001955638	FBgn0095896
XM_001955640	FBgn0095897
XM_014911661	FBgn0095898
XM_014911662	FBgn0095898
XM_014911663	FBgn0095898
XM_001955645	FBgn0095898
XM_001955646	FBgn0095899
XM_001955648	FBgn0095900
XM_001955650	FBgn0095901
XM_001955653	FBgn0095902
XM_014911664	FBgn0095902
XM_001955655	FBgn0095903
XM_001955658	FBgn0095904
XM_014911665	FBgn0095904
XM_001955660	FBgn0095905
XM_001955662	FBgn0095906
XM_014911666	FBgn0095906
XM_014911667	FBgn0095906
XM_014911668	FBgn0095906
XM_001955664	FBgn0095907
XM_001955665	FBgn0095908
XM_001955666	FBgn0095909
XM_001955671	FBgn0095910
XM_001955673	FBgn0095911
XM_001955674	FBgn0095912
XM_001955675	FBgn0095913
XM_001955676	FBgn0095914
XM_001955679	FBgn0095916
XM_001955680	FBgn0095917
XM_014911669	FBgn0095917
XM_001955681	FBgn0095918
XM_001955683	FBgn0095919
XM_001955684	FBgn0095920
XM_001955686	FBgn0095922
XM_001955692	FBgn0095923
XM_014911670	FBgn0095924
XM_001955702	FBgn0095925
XM_001955705	FBgn0095926
XM_001955710	FBgn0095927
XM_001955711	FBgn0095928
XM_001955715	FBgn0095929
XM_001955718	FBgn0095931
XM_001955719	FBgn0095932
XM_014911671	FBgn0095932
XM_014911672	FBgn0095932
XM_014911673	FBgn0095932
XM_014911674	FBgn0095932
XM_014911675	FBgn0095932
XM_014911676	FBgn0095932
XM_001955721	FBgn0095934
XM_001955726	FBgn0095935
XM_001955727	FBgn0095936
XM_001955732	FBgn0095938
XM_001955735	FBgn0095939
XM_001955737	FBgn0095940
XM_014911677	FBgn0095940
XM_014911678	FBgn0095940
XM_014911679	FBgn0095940
XM_014911680	FBgn0095940
XM_001955739	FBgn0095941
XM_001955740	FBgn0095942
XM_001955742	FBgn0095943
XM_001955745	FBgn0095944
XM_001955749	FBgn0095946
XM_001955752	FBgn0095947
XM_001955756	FBgn0095948
XM_001955759	FBgn0095949
XM_014911681	FBgn0095949
XM_001955761	FBgn0095950
XM_001955762	FBgn0095951
XM_001955770	FBgn0095953
XM_001955771	FBgn0095954
XM_001955777	FBgn0095955
XM_014911683	FBgn0095956
XM_014911684	FBgn0095956
XM_014911685	FBgn0095956
XM_014911686	FBgn0095956
XM_014911687	FBgn0095956
XM_014911692	FBgn0095956
XM_014911688	FBgn0095956
XM_014911689	FBgn0095956
XM_014911690	FBgn0095956
XM_001955778	FBgn0095956
XM_014911703	FBgn0095956
XM_014911691	FBgn0095956
XM_014911693	FBgn0095956
XM_014911694	FBgn0095956
XM_014911695	FBgn0095956
XM_014911696	FBgn0095956
XM_014911697	FBgn0095956
XM_014911698	FBgn0095956
XM_014911699	FBgn0095956
XM_014911700	FBgn0095956
XM_014911701	FBgn0095956
XM_014911702	FBgn0095956
XM_001955799	FBgn0095961
XM_001955801	FBgn0095962
XM_001955802	FBgn0095963
XM_014911704	FBgn0095964
XM_001955805	FBgn0095965
XM_001955807	FBgn0095966
XM_001967786	FBgn0095967
XM_001967785	FBgn0095968
XM_001967650	FBgn0095970
XM_001967648	FBgn0095971
XM_001967649	FBgn0095972
XM_001967651	FBgn0095973
XM_001967101	FBgn0095988
XM_001967715	FBgn0095992
XM_001967713	FBgn0095993
XM_001967711	FBgn0095994
XM_001967712	FBgn0095995
XM_001967714	FBgn0095996
XM_001967903	FBgn0095997
XM_001967893	FBgn0096003
XM_001967697	FBgn0096005
XM_014903835	FBgn0096015
XM_014903838	FBgn0096016
XM_014903840	FBgn0096016
XM_014903837	FBgn0096016
XM_014903836	FBgn0096016
XM_001967162	FBgn0096016
XM_014903841	FBgn0096016
XM_014903839	FBgn0096016
XM_014903853	FBgn0096018
XM_014903858	FBgn0096018
XM_014903848	FBgn0096018
XM_014903845	FBgn0096018
XM_014903843	FBgn0096018
XM_014903861	FBgn0096018
XM_014903855	FBgn0096018
XM_014903862	FBgn0096018
XM_014903857	FBgn0096018
XM_014903866	FBgn0096018
XM_014903842	FBgn0096018
XM_014903850	FBgn0096018
XM_014903859	FBgn0096018
XM_014903863	FBgn0096018
XM_014903865	FBgn0096018
XM_014903864	FBgn0096018
XM_014903867	FBgn0096018
XM_014903852	FBgn0096018
XM_014903844	FBgn0096018
XM_014903854	FBgn0096018
XM_014903860	FBgn0096018
XM_014903856	FBgn0096018
XM_014903851	FBgn0096018
XM_014903847	FBgn0096018
XM_014903846	FBgn0096018
XM_014903849	FBgn0096018
XM_001967847	FBgn0096019
XM_001966906	FBgn0096020
XM_014904012	FBgn0096020
XM_001966905	FBgn0096021
XM_001966902	FBgn0096024
XM_014904025	FBgn0096025
XM_014904027	FBgn0096025
XM_014904024	FBgn0096025
XM_014904022	FBgn0096025
XM_014904026	FBgn0096025
XM_014904028	FBgn0096025
XM_014904018	FBgn0096025
XM_014904015	FBgn0096025
XM_014904014	FBgn0096025
XM_014904021	FBgn0096025
XM_014904023	FBgn0096025
XM_014904016	FBgn0096025
XM_001966896	FBgn0096025
XM_014904020	FBgn0096025
XM_014904013	FBgn0096025
XM_014904017	FBgn0096025
XM_014904019	FBgn0096025
XM_001966894	FBgn0096026
XM_001966893	FBgn0096027
XM_014904029	FBgn0096027
XM_001966892	FBgn0096033
XM_014904033	FBgn0096033
XM_014904031	FBgn0096033
XM_014904030	FBgn0096033
XM_014904032	FBgn0096033
XM_014904034	FBgn0096033
XM_001967148	FBgn0096036
XM_001967146	FBgn0096040
XM_001967145	FBgn0096042
XM_014903878	FBgn0096042
XM_014903879	FBgn0096042
XM_001967143	FBgn0096043
XM_001967894	FBgn0096044
XM_001967142	FBgn0096046
XM_001967140	FBgn0096047
XM_014903881	FBgn0096047
XM_014903880	FBgn0096047
XM_001967362	FBgn0096049
XM_014903701	FBgn0096051
XM_001967359	FBgn0096051
XM_014903703	FBgn0096051
XM_014903702	FBgn0096051
XM_001967138	FBgn0096052
XM_001967358	FBgn0096053
XM_001967364	FBgn0096056
XM_014903704	FBgn0096058
XM_014903706	FBgn0096058
XM_001967367	FBgn0096058
XM_014903705	FBgn0096058
XM_001967368	FBgn0096059
XM_001966839	FBgn0096060
XM_001966836	FBgn0096061
XM_001966834	FBgn0096062
XM_001966833	FBgn0096063
XM_001966831	FBgn0096064
XM_014904097	FBgn0096065
XM_001966830	FBgn0096065
XM_001966827	FBgn0096067
XM_014904098	FBgn0096067
XM_001966825	FBgn0096068
XM_001966824	FBgn0096069
XM_014904099	FBgn0096069
XM_001966820	FBgn0096070
XM_014904100	FBgn0096070
XM_001967135	FBgn0096073
XM_001966818	FBgn0096074
XM_001966816	FBgn0096075
XM_001966812	FBgn0096076
XM_014904101	FBgn0096076
XM_014904102	FBgn0096077
XM_001966797	FBgn0096080
XM_001967134	FBgn0096083
XM_001966794	FBgn0096084
XM_014904105	FBgn0096084
XM_014904106	FBgn0096084
XM_014904107	FBgn0096084
XM_014904108	FBgn0096084
XM_014904109	FBgn0096084
XM_014904110	FBgn0096084
XM_014904103	FBgn0096084
XM_014904104	FBgn0096084
XM_001966793	FBgn0096085
XM_001966790	FBgn0096086
XM_001966788	FBgn0096087
XM_014904122	FBgn0096089
XM_001966786	FBgn0096089
XM_014904123	FBgn0096089
XM_014904124	FBgn0096089
XM_014904125	FBgn0096089
XM_014904126	FBgn0096089
XM_014904112	FBgn0096089
XM_014904113	FBgn0096089
XM_014904114	FBgn0096089
XM_014904111	FBgn0096089
XM_014904127	FBgn0096089
XM_014904128	FBgn0096089
XM_014904129	FBgn0096089
XM_014904130	FBgn0096089
XM_014904131	FBgn0096089
XM_014904132	FBgn0096089
XM_014904115	FBgn0096089
XM_014904116	FBgn0096089
XM_014904117	FBgn0096089
XM_014904118	FBgn0096089
XM_014904119	FBgn0096089
XM_014904120	FBgn0096089
XM_014904121	FBgn0096089
XM_001966785	FBgn0096090
XM_001966781	FBgn0096092
XM_001967132	FBgn0096094
XM_001966774	FBgn0096095
XM_014904133	FBgn0096095
XM_001966770	FBgn0096096
XM_001966767	FBgn0096097
XM_001966766	FBgn0096098
XM_014904135	FBgn0096098
XM_014904136	FBgn0096098
XM_014904137	FBgn0096099
XM_001966765	FBgn0096099
XM_014904138	FBgn0096099
XM_001966764	FBgn0096100
XM_014904139	FBgn0096100
XM_001966762	FBgn0096101
XM_001966758	FBgn0096102
XM_001966756	FBgn0096103
XM_001966754	FBgn0096105
XM_001966753	FBgn0096106
XM_001966751	FBgn0096107
XM_001966750	FBgn0096108
XM_001966749	FBgn0096109
XM_001966746	FBgn0096110
XM_001966744	FBgn0096111
XM_001966743	FBgn0096112
XM_001966741	FBgn0096114
XM_001967130	FBgn0096115
XM_001966740	FBgn0096116
XM_001966738	FBgn0096117
XM_001966737	FBgn0096118
XM_014904140	FBgn0096119
XM_001966735	FBgn0096119
XM_001966728	FBgn0096120
XM_001966722	FBgn0096122
XM_001966721	FBgn0096123
XM_014904143	FBgn0096123
XM_014904144	FBgn0096123
XM_014904145	FBgn0096123
XM_014904146	FBgn0096123
XM_014904147	FBgn0096123
XM_014904148	FBgn0096123
XM_014904141	FBgn0096123
XM_014904142	FBgn0096123
XM_001966716	FBgn0096124
XM_001966715	FBgn0096125
XM_014904149	FBgn0096125
XM_001967127	FBgn0096126
XM_014903882	FBgn0096126
XM_001966714	FBgn0096127
XM_001966713	FBgn0096128
XM_001966707	FBgn0096129
XM_001966706	FBgn0096130
XM_001966700	FBgn0096132
XM_001966698	FBgn0096133
XM_001966697	FBgn0096134
XM_001966696	FBgn0096135
XM_014904153	FBgn0096135
XM_014904154	FBgn0096135
XM_014904155	FBgn0096135
XM_014904156	FBgn0096135
XM_014904157	FBgn0096135
XM_014904158	FBgn0096135
XM_014904150	FBgn0096135
XM_014904151	FBgn0096135
XM_014904152	FBgn0096135
XM_001966693	FBgn0096136
XM_001966690	FBgn0096138
XM_014904159	FBgn0096138
XM_014904160	FBgn0096138
XM_001966688	FBgn0096139
XM_001966685	FBgn0096140
XM_001966684	FBgn0096141
XM_001966682	FBgn0096142
XM_001966679	FBgn0096143
XM_014904161	FBgn0096143
XM_001966678	FBgn0096144
XM_001966676	FBgn0096145
XM_014904162	FBgn0096145
XM_014904163	FBgn0096145
XM_014904164	FBgn0096145
XM_014904165	FBgn0096145
XM_001966675	FBgn0096147
XM_001966669	FBgn0096148
XM_001966668	FBgn0096149
XM_001966667	FBgn0096150
XM_001966666	FBgn0096151
XM_001966661	FBgn0096152
XM_001966660	FBgn0096153
XM_001966657	FBgn0096154
XM_014904166	FBgn0096154
XM_001966654	FBgn0096156
XM_001967126	FBgn0096157
XM_001966652	FBgn0096158
XM_001966649	FBgn0096160
XM_001966647	FBgn0096161
XM_001966645	FBgn0096162
XM_001966644	FBgn0096163
XM_001966642	FBgn0096164
XM_014904167	FBgn0096164
XM_014904168	FBgn0096164
XM_014904169	FBgn0096164
XM_014904170	FBgn0096164
XM_014904171	FBgn0096164
XM_014904172	FBgn0096164
XM_001966643	FBgn0096165
XM_014904173	FBgn0096165
XM_014904174	FBgn0096165
XM_001966646	FBgn0096166
XM_001966650	FBgn0096167
XM_014904176	FBgn0096167
XM_014904177	FBgn0096167
XM_014904178	FBgn0096167
XM_014904179	FBgn0096167
XM_014904180	FBgn0096167
XM_014904181	FBgn0096167
XM_014904175	FBgn0096167
XM_001966653	FBgn0096168
XM_001966655	FBgn0096169
XM_014904182	FBgn0096169
XM_014904183	FBgn0096169
XM_001966658	FBgn0096170
XM_001966662	FBgn0096171
XM_001966663	FBgn0096172
XM_001966664	FBgn0096173
XM_001966665	FBgn0096174
XM_001966670	FBgn0096175
XM_001966671	FBgn0096176
XM_001967124	FBgn0096177
XM_014903883	FBgn0096177
XM_001966672	FBgn0096178
XM_014904184	FBgn0096178
XM_014904185	FBgn0096178
XM_001966674	FBgn0096180
XM_001966680	FBgn0096181
XM_001966681	FBgn0096182
XM_001966683	FBgn0096183
XM_014904186	FBgn0096183
XM_001966686	FBgn0096184
XM_001966687	FBgn0096185
XM_001966689	FBgn0096186
XM_001966691	FBgn0096187
XM_001966695	FBgn0096190
XM_014904187	FBgn0096190
XM_001966699	FBgn0096191
XM_001966701	FBgn0096192
XM_001966704	FBgn0096194
XM_001966712	FBgn0096199
XM_001966717	FBgn0096200
XM_001966718	FBgn0096201
XM_014904188	FBgn0096201
XM_001966719	FBgn0096202
XM_001966720	FBgn0096203
XM_001966723	FBgn0096204
XM_014904189	FBgn0096205
XM_014904190	FBgn0096205
XM_001966724	FBgn0096205
XM_014904191	FBgn0096205
XM_014904192	FBgn0096205
XM_001966725	FBgn0096206
XM_014904193	FBgn0096207
XM_001966727	FBgn0096207
XM_014904194	FBgn0096207
XM_014904195	FBgn0096207
XM_014904196	FBgn0096207
XM_001966731	FBgn0096210
XM_001966733	FBgn0096212
XM_001966734	FBgn0096213
XM_001966736	FBgn0096214
XM_001966739	FBgn0096215
XM_001966745	FBgn0096216
XM_001966747	FBgn0096217
XM_001966748	FBgn0096218
XM_001966752	FBgn0096219
XM_001966755	FBgn0096220
XM_001966757	FBgn0096221
XM_014904200	FBgn0096222
XM_014904201	FBgn0096222
XM_014904202	FBgn0096222
XM_014904203	FBgn0096222
XM_014904204	FBgn0096222
XM_014904205	FBgn0096222
XM_001966759	FBgn0096222
XM_014904198	FBgn0096222
XM_014904199	FBgn0096222
XM_014904197	FBgn0096222
XM_001966760	FBgn0096223
XM_001966761	FBgn0096224
XM_001966763	FBgn0096225
XM_001966769	FBgn0096226
XM_001966771	FBgn0096227
XM_001966772	FBgn0096228
XM_001966776	FBgn0096230
XM_001966779	FBgn0096233
XM_001966780	FBgn0096234
XM_014904206	FBgn0096236
XM_001966789	FBgn0096237
XM_014904207	FBgn0096237
XM_001966791	FBgn0096238
XM_001966792	FBgn0096239
XM_001966801	FBgn0096240
XM_001966802	FBgn0096241
XM_001966803	FBgn0096242
XM_014904208	FBgn0096242
XM_014904209	FBgn0096242
XM_014904210	FBgn0096242
XM_001966807	FBgn0096246
XM_001966808	FBgn0096247
XM_001966809	FBgn0096248
XM_001966810	FBgn0096249
XM_001966811	FBgn0096250
XM_001966813	FBgn0096251
XM_001966814	FBgn0096252
XM_001966815	FBgn0096253
XM_001966817	FBgn0096254
XM_014904211	FBgn0096254
XM_001966823	FBgn0096256
XM_001966826	FBgn0096257
XM_014904212	FBgn0096257
XM_001966828	FBgn0096258
XM_001966832	FBgn0096259
XM_014904213	FBgn0096259
XM_001966835	FBgn0096260
XM_014904214	FBgn0096260
XM_014904215	FBgn0096260
XM_014904216	FBgn0096260
XM_001966837	FBgn0096261
XM_001967819	FBgn0096264
XM_001967899	FBgn0096265
XM_001967849	FBgn0096267
XM_001967586	FBgn0096268
XM_001967901	FBgn0096275
XM_001967122	FBgn0096277
XM_001967381	FBgn0096280
XM_001967121	FBgn0096284
XM_014903884	FBgn0096284
XM_001967119	FBgn0096287
XM_014903885	FBgn0096287
XM_001967740	FBgn0096288
XM_001967738	FBgn0096289
XM_001967736	FBgn0096290
XM_001967737	FBgn0096291
XM_001967739	FBgn0096292
XM_014903886	FBgn0096293
XM_014903887	FBgn0096293
XM_001967117	FBgn0096293
XM_001967825	FBgn0096294
XM_001967112	FBgn0096296
XM_001967111	FBgn0096299
XM_001967405	FBgn0096306
XM_001967403	FBgn0096307
XM_001967402	FBgn0096309
XM_001967404	FBgn0096310
XM_014903676	FBgn0096310
XM_001967407	FBgn0096311
XM_001967108	FBgn0096312
XM_001967417	FBgn0096317
XM_001967835	FBgn0096319
XM_001967834	FBgn0096320
XM_001967729	FBgn0096323
XM_001967885	FBgn0096324
XM_001967106	FBgn0096325
XM_014903890	FBgn0096325
XM_014903888	FBgn0096325
XM_014903889	FBgn0096325
XM_001967656	FBgn0096327
XM_001967173	FBgn0096335
XM_001966204	FBgn0096337
XM_001966198	FBgn0096341
XM_014904437	FBgn0096341
XM_001966197	FBgn0096342
XM_014904441	FBgn0096342
XM_014904444	FBgn0096342
XM_014904445	FBgn0096342
XM_014904442	FBgn0096342
XM_014904443	FBgn0096342
XM_014904438	FBgn0096342
XM_014904439	FBgn0096342
XM_014904440	FBgn0096342
XM_001966194	FBgn0096343
XM_001966189	FBgn0096345
XM_001966184	FBgn0096347
XM_014904446	FBgn0096347
XM_001966182	FBgn0096348
XM_001966180	FBgn0096349
XM_014904447	FBgn0096349
XM_001966175	FBgn0096350
XM_014904448	FBgn0096351
XM_014904449	FBgn0096351
XM_001966173	FBgn0096351
XM_001966172	FBgn0096352
XM_001966170	FBgn0096353
XM_014904450	FBgn0096353
XM_014904451	FBgn0096353
XM_001966167	FBgn0096354
XM_001966165	FBgn0096355
XM_001966161	FBgn0096357
XM_001966158	FBgn0096359
XM_001966157	FBgn0096360
XM_001966154	FBgn0096361
XM_001966152	FBgn0096362
XM_014904452	FBgn0096362
XM_001966151	FBgn0096363
XM_014904453	FBgn0096363
XM_001966143	FBgn0096365
XM_001966142	FBgn0096366
XM_001966140	FBgn0096367
XM_001966137	FBgn0096368
XM_001966135	FBgn0096369
XM_001966134	FBgn0096370
XM_014904455	FBgn0096370
XM_014904456	FBgn0096370
XM_014904454	FBgn0096370
XM_001966132	FBgn0096371
XM_001966130	FBgn0096373
XM_001966128	FBgn0096374
XM_014904457	FBgn0096375
XM_001966126	FBgn0096375
XM_001966124	FBgn0096376
XM_001966122	FBgn0096377
XM_001966120	FBgn0096378
XM_001966119	FBgn0096379
XM_001966118	FBgn0096380
XM_014904458	FBgn0096380
XM_001966116	FBgn0096381
XM_001966114	FBgn0096382
XM_001966112	FBgn0096383
XM_014904459	FBgn0096383
XM_001966108	FBgn0096384
XM_001966107	FBgn0096385
XM_014904460	FBgn0096385
XM_001966105	FBgn0096386
XM_014904461	FBgn0096386
XM_014904462	FBgn0096386
XM_001966103	FBgn0096387
XM_001966102	FBgn0096388
XM_001966098	FBgn0096389
XM_001966094	FBgn0096392
XM_001966093	FBgn0096393
XM_001966089	FBgn0096395
XM_001966088	FBgn0096396
XM_014904463	FBgn0096399
XM_014904465	FBgn0096399
XM_001966084	FBgn0096399
XM_014904464	FBgn0096399
XM_001966082	FBgn0096401
XM_001966079	FBgn0096402
XM_001966078	FBgn0096404
XM_014904466	FBgn0096404
XM_001966077	FBgn0096405
XM_001966072	FBgn0096406
XM_014904467	FBgn0096406
XM_001966071	FBgn0096409
XM_001966070	FBgn0096410
XM_001966068	FBgn0096411
XM_014904468	FBgn0096411
XM_014904469	FBgn0096411
XM_001966067	FBgn0096412
XM_001966065	FBgn0096413
XM_001966063	FBgn0096414
XM_001966062	FBgn0096415
XM_001966061	FBgn0096416
XM_014904470	FBgn0096416
XM_001966059	FBgn0096417
XM_001966057	FBgn0096419
XM_001966051	FBgn0096420
XM_014904471	FBgn0096420
XM_001966050	FBgn0096421
XM_001966048	FBgn0096422
XM_001966046	FBgn0096423
XM_001966043	FBgn0096424
XM_001966042	FBgn0096425
XM_001966040	FBgn0096426
XM_001966038	FBgn0096427
XM_001966035	FBgn0096429
XM_001966034	FBgn0096430
XM_001966033	FBgn0096431
XM_014904472	FBgn0096431
XM_001966032	FBgn0096432
XM_001966031	FBgn0096433
XM_001966030	FBgn0096434
XM_001966029	FBgn0096435
XM_001966028	FBgn0096436
XM_001966026	FBgn0096438
XM_001966024	FBgn0096440
XM_001966022	FBgn0096442
XM_001966021	FBgn0096443
XM_001966020	FBgn0096444
XM_001966019	FBgn0096445
XM_001966017	FBgn0096446
XM_001966016	FBgn0096447
XM_001966013	FBgn0096448
XM_001966010	FBgn0096450
XM_001966008	FBgn0096451
XM_001966006	FBgn0096452
XM_014904473	FBgn0096453
XM_001965999	FBgn0096456
XM_001965997	FBgn0096457
XM_001965995	FBgn0096458
XM_014904474	FBgn0096458
XM_001965993	FBgn0096459
XM_014904475	FBgn0096459
XM_001965988	FBgn0096460
XM_001965987	FBgn0096461
XM_001965985	FBgn0096462
XM_001965984	FBgn0096463
XM_014904476	FBgn0096463
XM_001965983	FBgn0096464
XM_001965978	FBgn0096465
XM_014904477	FBgn0096465
XM_014904478	FBgn0096465
XM_014904479	FBgn0096465
XM_001965977	FBgn0096466
XM_014904480	FBgn0096467
XM_014904481	FBgn0096470
XM_001965971	FBgn0096471
XM_001965980	FBgn0096474
XM_001965981	FBgn0096475
XM_014904483	FBgn0096475
XM_014904485	FBgn0096475
XM_014904486	FBgn0096475
XM_014904484	FBgn0096475
XM_001965982	FBgn0096476
XM_001965986	FBgn0096477
XM_001965989	FBgn0096478
XM_001965990	FBgn0096479
XM_001965991	FBgn0096480
XM_001965992	FBgn0096481
XM_014904487	FBgn0096481
XM_001965994	FBgn0096482
XM_001965996	FBgn0096483
XM_001965998	FBgn0096484
XM_001966000	FBgn0096485
XM_001966005	FBgn0096487
XM_001966007	FBgn0096488
XM_001966009	FBgn0096489
XM_001966011	FBgn0096490
XM_001966014	FBgn0096491
XM_001966015	FBgn0096492
XM_014904488	FBgn0096492
XM_001966018	FBgn0096493
XM_001966037	FBgn0096494
XM_001966039	FBgn0096495
XM_014904489	FBgn0096495
XM_001967107	FBgn0096496
XM_001966041	FBgn0096497
XM_001966044	FBgn0096498
XM_001966045	FBgn0096499
XM_001966047	FBgn0096500
XM_014904490	FBgn0096500
XM_014904491	FBgn0096500
XM_001966049	FBgn0096501
XM_001966052	FBgn0096502
XM_001966053	FBgn0096503
XM_014904492	FBgn0096503
XM_001966054	FBgn0096504
XM_014904493	FBgn0096504
XM_014904496	FBgn0096504
XM_014904497	FBgn0096504
XM_014904494	FBgn0096504
XM_014904495	FBgn0096504
XM_001966055	FBgn0096505
XM_001966058	FBgn0096506
XM_014904498	FBgn0096506
XM_001966060	FBgn0096507
XM_001966066	FBgn0096509
XM_001966074	FBgn0096510
XM_001966075	FBgn0096511
XM_014904499	FBgn0096511
XM_014904500	FBgn0096511
XM_001966076	FBgn0096512
XM_001966080	FBgn0096513
XM_001966081	FBgn0096514
XM_001966085	FBgn0096515
XM_001966090	FBgn0096516
XM_001966091	FBgn0096517
XM_001966095	FBgn0096518
XM_001966099	FBgn0096519
XM_001966100	FBgn0096520
XM_001966101	FBgn0096521
XM_001966104	FBgn0096522
XM_001966106	FBgn0096523
XM_014904501	FBgn0096523
XM_014904502	FBgn0096523
XM_014904503	FBgn0096523
XM_001966109	FBgn0096524
XM_014904504	FBgn0096524
XM_014904505	FBgn0096524
XM_001966110	FBgn0096525
XM_001966111	FBgn0096526
XM_001966113	FBgn0096527
XM_014904506	FBgn0096528
XM_001966115	FBgn0096528
XM_001966117	FBgn0096529
XM_001966121	FBgn0096530
XM_001966123	FBgn0096531
XM_001966127	FBgn0096533
XM_014904514	FBgn0096533
XM_014904515	FBgn0096533
XM_014904512	FBgn0096533
XM_014904513	FBgn0096533
XM_014904507	FBgn0096533
XM_014904508	FBgn0096533
XM_014904509	FBgn0096533
XM_014904510	FBgn0096533
XM_014904511	FBgn0096533
XM_001966133	FBgn0096535
XM_001966138	FBgn0096537
XM_001966139	FBgn0096538
XM_001966141	FBgn0096539
XM_001966144	FBgn0096540
XM_001966146	FBgn0096542
XM_001966147	FBgn0096543
XM_001966148	FBgn0096544
XM_001966150	FBgn0096546
XM_001966153	FBgn0096547
XM_014904516	FBgn0096547
XM_001966155	FBgn0096548
XM_014904517	FBgn0096548
XM_014904518	FBgn0096548
XM_001966156	FBgn0096549
XM_001966160	FBgn0096550
XM_001966162	FBgn0096551
XM_014904519	FBgn0096552
XM_001966166	FBgn0096553
XM_001966168	FBgn0096554
XM_001966169	FBgn0096555
XM_001966171	FBgn0096556
XM_001966174	FBgn0096557
XM_001966177	FBgn0096559
XM_001966178	FBgn0096560
XM_014904520	FBgn0096560
XM_014904522	FBgn0096560
XM_014904523	FBgn0096560
XM_014904521	FBgn0096560
XM_001966179	FBgn0096561
XM_001966181	FBgn0096562
XM_014904524	FBgn0096563
XM_014904526	FBgn0096563
XM_014904527	FBgn0096563
XM_001966183	FBgn0096563
XM_014904525	FBgn0096563
XM_001967110	FBgn0096564
XM_014903891	FBgn0096564
XM_014903892	FBgn0096564
XM_001966185	FBgn0096565
XM_001966186	FBgn0096566
XM_001966188	FBgn0096567
XM_001966190	FBgn0096568
XM_001966191	FBgn0096569
XM_001966192	FBgn0096570
XM_001966195	FBgn0096571
XM_014904528	FBgn0096571
XM_014904532	FBgn0096572
XM_014904534	FBgn0096572
XM_014904535	FBgn0096572
XM_001966196	FBgn0096572
XM_014904533	FBgn0096572
XM_014904529	FBgn0096572
XM_014904530	FBgn0096572
XM_014904531	FBgn0096572
XM_001967115	FBgn0096573
XM_014903893	FBgn0096573
XM_014903894	FBgn0096573
XM_001967116	FBgn0096574
XM_014903895	FBgn0096574
XM_001967118	FBgn0096575
XM_001966203	FBgn0096577
XM_014904536	FBgn0096577
XM_014904538	FBgn0096577
XM_014904539	FBgn0096577
XM_014904537	FBgn0096577
XM_001967120	FBgn0096578
XM_014903896	FBgn0096578
XM_014903897	FBgn0096578
XM_014903596	FBgn0096579
XM_001967741	FBgn0096583
XM_001967596	FBgn0096584
XM_014903609	FBgn0096584
XM_001967595	FBgn0096585
XM_001967660	FBgn0096593
XM_001967125	FBgn0096603
XM_014903898	FBgn0096603
XM_014903899	FBgn0096603
XM_001967513	FBgn0096605
XM_001967512	FBgn0096606
XM_001967508	FBgn0096607
XM_001967502	FBgn0096609
XM_001967501	FBgn0096610
XM_001967498	FBgn0096612
XM_014903644	FBgn0096612
XM_014903645	FBgn0096612
XM_001967497	FBgn0096613
XM_001967494	FBgn0096615
XM_001967496	FBgn0096616
XM_001967507	FBgn0096620
XM_001967509	FBgn0096621
XM_001967128	FBgn0096622
XM_001967510	FBgn0096623
XM_001967511	FBgn0096624
XM_001967514	FBgn0096626
XM_001967129	FBgn0096627
XM_001967133	FBgn0096628
XM_014903900	FBgn0096629
XM_001967625	FBgn0096634
XM_001967626	FBgn0096635
XM_001967627	FBgn0096636
XM_001967141	FBgn0096638
XM_001967744	FBgn0096639
XM_001967743	FBgn0096640
XM_001967742	FBgn0096641
XM_001967144	FBgn0096642
XM_001967147	FBgn0096647
XM_014903901	FBgn0096647
XM_014903902	FBgn0096647
XM_001967149	FBgn0096648
XM_001967631	FBgn0096649
XM_001967908	FBgn0096650
XM_001967818	FBgn0096651
XM_001967351	FBgn0096654
XM_001963268	FBgn0096656
XM_001963267	FBgn0096657
XM_001963205	FBgn0096659
XM_001963182	FBgn0096660
XM_001963045	FBgn0096662
XM_001963023	FBgn0096663
XM_014906761	FBgn0096663
XM_001963017	FBgn0096664
XM_001962903	FBgn0096666
XM_001962742	FBgn0096672
XM_014906762	FBgn0096673
XM_001962726	FBgn0096675
XM_001962677	FBgn0096676
XM_001962672	FBgn0096677
XM_001962600	FBgn0096678
XM_001962440	FBgn0096679
XM_014906763	FBgn0096679
XM_001962208	FBgn0096684
